region,district,kindergarten_name,outside_branches,group_count,land_area_built,external_sweeping_area,internal_cleaning_area,garden_area,leased_garden_area,design_capacity,vacant_land_area,educational_building_count,floor_count,wall_material,wall_condition,roof_material,roof_condition,window_condition,floor_condition,door_condition,sports_equipment_available,assembly_hall_condition,kitchen_condition,kitchen_water_supply,electricity_condition,has_generator,has_solar_panels,internal_electrical_condition,lighting_condition,heating_source,heating_fuel_source,boiler_room_condition,internal_heating_condition,water_availability,drinking_water_source,has_fence,internet_type,internet_usage,fire_safety_available,has_cctv,has_public_transport_nearby,accessible_for_disabled,repaired_or_reconstructed,total_students,earthquake_safety,restroom_location,restroom_water_condition,restroom_connected_to_sewage,staff_total,restroom_doors_partitions,restroom_handwash_water_soap,restroom_sewage_issues,restroom_water_issues,restroom_lighting_safe,classrooms_warm_in_winter,indoor_pipeline_installed,children_walk_more_than_3km,meets_modern_infrastructure,satisfied_with_condition,age_score,total_population,utilization_ratio,population_score,infrastructure_score,resources_score,latitude,longitude,need_category,predicted_need_Category
Samarkand,Narpay district,kindergarten_251,0.0,0.2,1.0,0.3,0.3,0.3,0.0,23,0.7,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,100,1.0,0.8,1.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,104,4.521739130434782,0.0,0.66,0.83,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,kindergarten_255,0.0,0.2,1.0,0.3,0.3,0.3,0.0,70,1.0,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,88,1.0,0.8,1.0,1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.8,100,1.4285714285714286,0.0,0.72,0.89,39.9092,67.0916,RED,RED
Samarkand,Samarkand district,kindergarten_256,0.0,1.0,0.5,0.6,0.6,0.6,0.0,75,0.3,0.6,0.3,0.4,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2,1.0,0.7,1.0,1.0,1.0,0.8,0.5,0.5,1.0,0.5,0.4,1.0,0.0,0.6,75,0.0,0.4,0.0,0.0,6,0.5,0.0,0.2,0.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,81,1.08,0.07,0.39,0.42,39.65417,66.95972,RED,RED
Samarkand,Pastargom district,kindergarten_257,0.8,0.2,1.0,0.3,0.0,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.8,0.0,0.8,113,0.5,0.8,1.0,1.0,3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0,1.0,116,0.9666666666666667,0.51,0.65,0.76,39.65,67.2,YELLOW,YELLOW
Samarkand,Paxtachi district,kindergarten_257,0.8,0.2,0.3,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.8,120,1.0,0.8,1.0,0.5,17,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,137,1.1416666666666666,0.01,0.7,0.83,39.9167,66.0,YELLOW,YELLOW
Samarkand,Samarkand city,kindergarten_259,0.0,0.4,1.0,0.8,0.8,0.6,0.0,60,0.3,0.6,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,120,1.0,0.4,0.0,0.5,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,1.0,1.0,1.0,122,2.033333333333333,0.0,0.75,0.7,39.65417,66.95972,RED,RED
Samarkand,Urgut district,kindergarten_259,0.0,0.4,1.0,0.3,0.3,0.3,0.0,105,0.3,0.3,0.3,0.8,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.3,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,102,0.0,0.4,0.0,0.5,4,0.5,0.0,0.2,0.2,1.0,0.0,0.0,0.7,0.0,0.3,1.0,106,1.0095238095238095,0.28,0.47,0.57,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_260,0.0,0.4,1.0,1.0,0.8,0.6,0.0,150,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,150,1.0,0.8,1.0,0.5,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,154,1.0266666666666666,0.21,0.77,0.84,39.89889,66.25611,GREEN,GREEN
Samarkand,Jomboy district,kindergarten_263,0.0,0.2,0.5,0.8,1.0,0.0,0.0,60,0.3,0.3,0.3,0.8,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.2,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,55,0.5,0.4,0.0,0.5,1,1.0,1.0,0.2,0.2,1.0,1.0,0.5,1.0,0.0,0.0,0.2,56,0.9333333333333333,0.71,0.26,0.56,39.69889,67.09333,RED,RED
Samarkand,Bulungur district,kindergarten_263,0.0,0.6,1.0,0.3,0.3,0.3,0.0,123,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,350,1.0,1.0,1.0,1.0,8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,358,2.910569105691057,0.0,0.72,0.86,39.7573054,67.27287,RED,RED
Samarkand,Kattakurgan district,kindergarten_264,0.6,0.4,0.5,1.0,1.0,0.8,0.0,300,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,252,0.5,0.8,0.3,0.5,3,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,255,0.85,1.0,0.67,0.67,39.89716,66.27242,RED,RED
Samarkand,Nurabad district,kindergarten_265,0.0,0.6,1.0,0.3,0.3,0.3,0.0,240,0.7,0.3,0.6,0.8,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,0.4,0.8,0.5,0.8,240,0.5,0.8,1.0,0.5,4,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,244,1.0166666666666666,0.25,0.66,0.77,39.6100912,66.29622,YELLOW,RED
Samarkand,Narpay district,kindergarten_267,0.0,1.0,0.5,1.0,0.8,0.6,0.3,160,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,0.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,440,1.0,0.8,0.5,0.5,6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,446,2.7875,0.0,0.8,0.8,39.9223,65.925,RED,RED
Samarkand,Payarik district,kindergarten_267,0.0,0.4,0.3,0.6,0.6,0.3,0.0,50,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,0.5,0.0,0.8,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.6,190,0.5,0.8,1.0,0.5,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,194,3.88,0.0,0.62,0.79,39.98917,66.84583,RED,RED
Samarkand,Oqdaryo district,kindergarten_267,0.0,1.0,0.5,0.6,1.0,0.6,0.0,150,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.3,1.0,1.0,1.0,0.7,0.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.6,148,1.0,0.4,0.5,0.0,4,1.0,1.0,0.2,0.2,1.0,1.0,0.0,0.9,0.0,0.3,0.6,152,1.0133333333333334,0.26,0.64,0.59,39.9092,67.0916,RED,RED
Samarkand,Qushrabat district,kindergarten_269,0.0,0.4,0.5,0.6,0.3,0.3,0.0,45,0.3,0.3,0.6,0.8,0.5,0.8,0.5,0.5,0.5,0.5,1.0,0.2,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,0.0,1.0,0.8,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,164,0.5,0.4,0.0,0.0,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.5,0.3,0.2,166,3.688888888888889,0.0,0.4,0.6,40.3333,66.5,RED,RED
Samarkand,Samarkand district,kindergarten_269,0.0,0.6,0.5,1.0,0.8,1.0,0.0,360,0.3,0.3,0.6,1.0,1.0,0.8,0.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.8,1.0,1.0,0.5,0.5,1.0,0.8,0.0,0.6,347,0.5,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0,0.3,1.0,347,0.9638888888888889,0.52,0.6,0.69,39.65417,66.95972,YELLOW,RED
Samarkand,Pastargom district,kindergarten_270,0.0,0.4,1.0,0.3,0.6,0.3,0.0,210,0.3,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.8,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,170,1.0,0.4,0.0,0.0,4,1.0,1.0,0.2,0.2,1.0,1.0,0.0,0.9,1.0,1.0,1.0,174,0.8285714285714286,0.98,0.68,0.68,39.65,67.2,RED,RED
Samarkand,Paxtachi district,kindergarten_272,0.6,0.4,0.5,0.3,0.3,0.0,0.0,100,0.3,0.3,0.6,0.8,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.3,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,190,1.0,0.8,1.0,0.5,3,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,193,1.93,0.0,0.58,0.81,39.9167,66.0,RED,RED
Samarkand,Samarkand city,kindergarten_274,0.0,0.2,0.5,0.3,0.3,0.3,0.0,75,0.3,0.3,0.3,0.8,0.5,0.8,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.6,84,0.5,0.4,0.5,0.0,2,0.5,0.5,0.2,0.2,0.0,1.0,1.0,1.0,0.0,0.3,1.0,86,1.1466666666666667,0.01,0.41,0.55,39.65417,66.95972,RED,RED
Samarkand,Urgut district,kindergarten_274,0.0,0.2,0.5,0.6,0.6,0.6,0.0,75,0.3,0.3,0.3,0.8,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.7,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.6,74,1.0,0.4,0.0,0.0,8,1.0,0.0,0.2,0.2,1.0,1.0,0.0,0.2,0.0,0.3,1.0,82,1.0933333333333333,0.05,0.4,0.49,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_274,0.0,0.4,1.0,0.3,0.3,0.3,0.3,140,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.7,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,140,0.5,0.8,0.5,0.5,4,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.8,144,1.0285714285714285,0.2,0.51,0.39,39.89889,66.25611,RED,RED
Samarkand,Ishtihan district,kindergarten_274,0.0,0.2,0.5,0.3,0.3,0.3,0.3,150,1.0,1.0,0.3,0.8,1.0,0.8,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.6,41,1.0,0.8,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,1.0,0.6,47,0.31333333333333335,0.0,0.54,0.76,39.8371,66.4843,RED,RED
Samarkand,Jomboy district,kindergarten_275,0.0,0.6,0.5,1.0,1.0,1.0,0.0,360,0.3,0.3,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,0.5,1.0,1.0,0.4,0.8,0.0,0.8,298,1.0,1.0,1.0,1.0,12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,310,0.8611111111111112,0.99,0.79,0.85,39.69889,67.09333,GREEN,GREEN
Samarkand,Bulungur district,kindergarten_277,0.0,0.2,0.3,0.6,0.6,0.3,0.0,70,0.3,0.3,0.3,0.8,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.6,80,0.5,0.4,0.5,0.0,6,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,0.5,0.3,0.8,86,1.2285714285714286,0.0,0.45,0.66,39.7573054,67.27287,RED,RED
Samarkand,Kattakurgan district,kindergarten_281,0.6,0.6,1.0,1.0,1.0,0.6,0.0,330,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.8,0.0,1.0,309,1.0,0.8,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,313,0.9484848484848485,0.62,0.82,0.89,39.89716,66.27242,GREEN,GREEN
Samarkand,Nurabad district,kindergarten_282,0.0,0.2,0.3,0.6,0.6,1.0,0.0,90,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,90,1.0,1.0,1.0,1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,102,1.1333333333333333,0.02,0.71,0.94,39.6100912,66.29622,YELLOW,YELLOW
Samarkand,Narpay district,kindergarten_284,0.0,1.0,0.5,0.6,0.3,0.6,0.0,100,0.3,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,100,1.0,0.8,1.0,0.5,2,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,102,1.02,0.24,0.73,0.78,39.9223,65.925,YELLOW,YELLOW
Samarkand,Oqdaryo district,kindergarten_286,0.0,1.0,0.5,0.3,0.3,0.3,0.3,120,0.7,0.3,0.6,0.8,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.4,1.0,0.5,0.0,145,1.0,0.8,1.0,1.0,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,148,1.2333333333333334,0.0,0.68,0.72,39.9092,67.0916,RED,RED
Samarkand,Taylak district,kindergarten_286,0.0,0.2,0.5,0.3,0.3,0.3,0.3,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.2,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,1.0,0.0,0.6,120,1.0,0.8,0.3,0.5,2,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,122,1.0166666666666666,0.25,0.62,0.73,39.6575,67.2353,YELLOW,RED
Samarkand,Samarkand district,kindergarten_286,0.0,0.2,1.0,1.0,0.8,0.6,0.0,70,0.3,0.3,0.6,0.8,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.4,0.8,0.0,0.8,60,0.5,0.8,0.3,0.5,4,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.2,0.5,0.3,0.8,64,0.9142857142857143,0.81,0.61,0.59,39.65417,66.95972,RED,RED
Samarkand,Pastargom district,kindergarten_288,0.0,0.4,0.5,0.8,0.8,1.0,0.0,210,0.3,0.3,0.3,0.8,0.0,0.8,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,210,0.5,0.4,0.3,1.0,5,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,0.0,0.3,0.2,215,1.0238095238095237,0.22,0.37,0.67,39.65,67.2,RED,RED
Samarkand,Paxtachi district,kindergarten_289,0.0,0.4,1.0,1.0,1.0,0.8,0.0,200,0.3,1.0,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,0.4,0.8,0.0,0.6,122,1.0,0.4,0.0,0.5,2,0.0,1.0,0.2,0.2,1.0,1.0,0.0,0.9,0.5,0.3,0.6,124,0.62,0.07,0.71,0.57,39.9167,66.0,RED,RED
Samarkand,Samarkand city,kindergarten_291,0.0,0.4,0.5,0.6,0.6,1.0,0.0,75,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,135,1.0,0.4,0.3,0.0,6,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6,141,1.88,0.0,0.73,0.68,39.65417,66.95972,RED,RED
Samarkand,Urgut district,kindergarten_294,0.0,0.2,0.5,0.8,0.6,1.0,0.0,60,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60,1.0,0.8,1.0,0.5,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,62,1.0333333333333334,0.19,0.69,0.9,39.4022,67.2431,GREEN,GREEN
Samarkand,Kattakurgan city,kindergarten_294,0.0,0.2,0.3,0.6,0.6,0.3,0.0,80,0.3,0.3,0.3,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.7,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,90,0.0,0.4,0.0,0.0,4,0.5,1.0,0.2,0.2,0.0,1.0,0.0,0.4,1.0,0.3,0.2,94,1.175,0.01,0.24,0.53,39.89889,66.25611,RED,RED
Samarkand,Ishtihan district,kindergarten_294,0.0,0.2,1.0,0.3,0.3,0.3,0.0,100,0.7,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100,1.0,1.0,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,106,1.06,0.11,0.73,0.92,39.8371,66.4843,YELLOW,YELLOW
Samarkand,Jomboy district,kindergarten_295,0.0,0.6,0.3,0.6,0.6,0.0,0.0,140,0.3,0.3,0.6,0.8,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.2,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.7,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.8,0.0,0.6,250,1.0,0.4,0.0,0.0,4,1.0,0.0,0.2,0.2,0.0,1.0,0.0,0.7,0.0,0.3,0.8,254,1.8142857142857143,0.0,0.45,0.47,39.69889,67.09333,RED,RED
Samarkand,Bulungur district,kindergarten_295,0.0,0.4,0.3,0.3,0.3,0.3,0.0,120,0.3,0.3,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.3,1.0,1.0,0.8,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,120,1.0,1.0,1.0,1.0,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,122,1.0166666666666666,0.25,0.63,0.83,39.7573054,67.27287,YELLOW,YELLOW
Samarkand,Nurabad district,kindergarten_297,0.0,0.2,1.0,0.3,0.3,0.3,0.0,123,0.7,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,100,1.0,0.8,1.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,104,0.8455284552845529,1.0,0.68,0.83,39.6100912,66.29622,GREEN,GREEN
Samarkand,Narpay district,kindergarten_298,1.0,1.0,1.0,0.6,0.3,0.6,0.0,100,0.3,0.6,0.3,1.0,0.5,0.8,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.8,0.7,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.8,120,0.0,0.8,0.3,1.0,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.0,0.3,0.8,122,1.22,0.0,0.45,0.61,39.9223,65.925,RED,RED
Samarkand,Payarik district,kindergarten_299,0.0,0.4,0.5,1.0,0.8,0.0,0.0,190,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,190,1.0,0.4,0.5,0.5,2,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,192,1.0105263157894737,0.28,0.65,0.78,39.98917,66.84583,YELLOW,YELLOW
Samarkand,Oqdaryo district,kindergarten_300,0.0,0.2,0.5,0.3,0.0,0.0,0.0,90,0.3,0.3,0.6,0.8,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.7,1.0,1.0,1.0,0.8,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,90,0.5,0.8,1.0,1.0,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3,0.8,92,1.0222222222222221,0.23,0.4,0.76,39.9092,67.0916,RED,RED
Samarkand,Taylak district,kindergarten_301,0.0,0.4,0.5,0.8,0.8,1.0,0.0,100,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,1.0,0.8,1.0,0.5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,127,1.27,0.0,0.7,0.86,39.6575,67.2353,RED,RED
Samarkand,Qushrabat district,kindergarten_301,0.0,0.2,0.5,0.6,0.8,0.6,0.0,120,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.8,150,1.0,0.8,1.0,0.5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,152,1.2666666666666666,0.0,0.66,0.83,40.3333,66.5,RED,RED
Samarkand,Pastargom district,kindergarten_302,0.0,0.4,0.5,1.0,0.8,1.0,0.0,180,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6,106,0.5,0.8,1.0,1.0,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,124,0.6888888888888889,0.27,0.64,0.79,39.65,67.2,YELLOW,YELLOW
Samarkand,Paxtachi district,kindergarten_302,0.0,0.2,0.5,0.8,0.6,0.6,0.0,60,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60,1.0,0.8,1.0,1.0,2,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,62,1.0333333333333334,0.19,0.63,0.82,39.9167,66.0,YELLOW,YELLOW
