region,district,kindergarten_name,outside_branches,group_count,land_area_built,external_sweeping_area,internal_cleaning_area,garden_area,leased_garden_area,design_capacity,vacant_land_area,educational_building_count,floor_count,wall_material,wall_condition,roof_material,roof_condition,window_condition,floor_condition,door_condition,sports_equipment_available,assembly_hall_condition,kitchen_condition,kitchen_water_supply,electricity_condition,has_generator,has_solar_panels,internal_electrical_condition,lighting_condition,heating_source,heating_fuel_source,boiler_room_condition,internal_heating_condition,water_availability,drinking_water_source,has_fence,internet_type,internet_usage,fire_safety_available,has_cctv,has_public_transport_nearby,accessible_for_disabled,repaired_or_reconstructed,total_students,earthquake_safety,restroom_location,restroom_water_condition,restroom_connected_to_sewage,staff_total,restroom_doors_partitions,restroom_handwash_water_soap,restroom_sewage_issues,restroom_water_issues,restroom_lighting_safe,classrooms_warm_in_winter,indoor_pipeline_installed,children_walk_more_than_3km,meets_modern_infrastructure,satisfied_with_condition,age_score,total_population,utilization_ratio,population_score,infrastructure_score,resources_score,latitude,longitude,need_category,predicted_need_Category
Samarkand,Pastargom district,kindergarten_194,0.0,0.4,0.5,0.3,0.3,0.3,0.0,150,0.7,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,150,1.0,0.4,1.0,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,152,1.0133333333333334,0.26,0.68,0.87,39.65,67.2,GREEN,GREEN
Samarkand,Urgut district,kindergarten_196,0.0,0.4,0.5,0.6,0.6,0.6,0.0,100,0.3,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,150,1.0,0.8,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,154,1.54,0.0,0.69,0.83,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_197,0.0,0.4,0.5,1.0,0.6,1.0,0.0,260,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,260,1.0,0.8,1.0,0.5,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,270,1.0384615384615385,0.17,0.7,0.87,39.89889,66.25611,GREEN,GREEN
Samarkand,Ishtihan district,kindergarten_197,0.0,0.2,0.5,1.0,1.0,1.0,0.0,90,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.8,52,0.5,0.4,0.0,0.0,2,1.0,1.0,0.2,0.2,1.0,1.0,0.0,1.0,0.0,0.3,0.8,54,0.6,0.04,0.58,0.52,39.8371,66.4843,RED,RED
Samarkand,Jomboy district,kindergarten_198,0.0,0.4,0.3,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,135,1.0,0.8,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,141,1.175,0.01,0.63,0.96,39.69889,67.09333,YELLOW,YELLOW
Samarkand,Bulungur district,kindergarten_199,0.0,0.4,1.0,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,140,1.0,0.8,1.0,1.0,5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,145,1.2083333333333333,0.0,0.62,0.7,39.7573054,67.27287,RED,RED
Samarkand,Kattakurgan district,kindergarten_201,0.0,0.4,0.5,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,0.8,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,110,1.0,0.4,1.0,1.0,4,0.5,1.0,0.2,1.0,1.0,1.0,1.0,0.2,0.0,0.3,0.8,114,0.95,0.61,0.49,0.71,39.89716,66.27242,RED,RED
Samarkand,Nurabad district,kindergarten_201,0.0,0.4,1.0,1.0,1.0,1.0,0.0,150,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,125,1.0,0.8,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0,1.0,127,0.8466666666666667,1.0,0.75,0.75,39.6100912,66.29622,YELLOW,YELLOW
Samarkand,Narpay district,kindergarten_203,0.0,0.2,0.5,0.3,0.3,0.3,0.3,100,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,120,1.0,0.8,1.0,1.0,12,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,132,1.32,0.0,0.64,0.79,39.9223,65.925,RED,RED
Samarkand,Payarik district,kindergarten_205,0.0,0.4,0.3,0.3,0.3,0.3,0.0,180,1.0,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,78,0.5,0.8,1.0,1.0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.9,1.0,1.0,1.0,80,0.4444444444444444,0.0,0.64,0.76,39.98917,66.84583,RED,RED
Samarkand,Qushrabat district,kindergarten_208,1.0,0.2,0.5,0.6,0.6,0.6,0.0,75,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.8,120,1.0,0.4,1.0,0.5,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,122,1.6266666666666667,0.0,0.73,0.85,40.3333,66.5,RED,RED
Samarkand,Samarkand district,kindergarten_210,0.0,0.4,1.0,0.3,0.3,0.3,0.3,150,0.7,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,145,1.0,0.8,1.0,1.0,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,147,0.98,0.43,0.72,0.83,39.65417,66.95972,GREEN,GREEN
Samarkand,Pastargom district,kindergarten_210,0.0,0.4,1.0,0.3,0.3,0.3,0.0,150,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,150,1.0,0.8,0.3,0.5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,153,1.02,0.24,0.76,0.87,39.65,67.2,GREEN,GREEN
Samarkand,Paxtachi district,kindergarten_211,0.0,0.6,0.5,1.0,1.0,1.0,0.0,360,0.3,0.3,0.6,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.5,0.5,1.0,0.8,0.0,0.0,367,0.5,0.8,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.2,369,1.025,0.22,0.6,0.84,39.9167,66.0,YELLOW,YELLOW
Samarkand,Samarkand city,kindergarten_212,0.0,0.4,0.5,0.3,0.3,0.3,0.0,125,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,125,1.0,0.8,0.5,0.5,10,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,135,1.08,0.07,0.62,0.75,39.65417,66.95972,YELLOW,YELLOW
Samarkand,Urgut district,kindergarten_212,0.0,0.6,0.5,1.0,1.0,1.0,0.0,360,0.3,0.6,0.6,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.8,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,167,0.5,0.8,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9,0.0,0.3,0.4,168,0.4666666666666667,0.0,0.45,0.66,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_213,0.0,0.4,0.5,1.0,0.8,0.8,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,125,1.0,0.8,0.5,0.0,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.5,0.3,0.8,127,1.0583333333333333,0.11,0.66,0.76,39.89889,66.25611,YELLOW,RED
Samarkand,Ishtihan district,kindergarten_213,0.0,0.4,0.3,0.6,0.6,0.6,0.0,120,0.3,0.3,0.6,0.8,1.0,0.8,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,175,1.0,0.8,0.3,0.5,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.8,177,1.475,0.0,0.66,0.75,39.8371,66.4843,RED,RED
Samarkand,Bulungur district,kindergarten_214,0.0,1.0,1.0,0.0,0.8,0.0,0.0,100,0.3,0.6,0.3,0.7,1.0,0.8,0.5,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.8,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,64,0.5,0.4,0.0,0.0,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3,0.2,67,0.67,0.2,0.46,0.64,39.7573054,67.27287,RED,RED
Samarkand,Nurabad district,kindergarten_216,0.0,0.4,0.5,1.0,0.8,0.0,0.0,100,1.0,0.3,0.6,0.8,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.7,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,1.0,1.0,0.8,150,1.0,0.8,1.0,0.5,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,152,1.52,0.0,0.63,0.66,39.6100912,66.29622,RED,RED
Samarkand,Narpay district,kindergarten_216,0.0,0.4,0.5,0.3,0.0,0.3,0.0,100,0.7,0.3,0.3,0.8,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.8,200,0.5,0.8,0.3,0.0,2,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.7,0.5,1.0,0.8,202,2.02,0.0,0.51,0.71,39.9223,65.925,RED,RED
Samarkand,Payarik district,kindergarten_216,0.0,0.4,0.5,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,1.0,1.0,1.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,124,1.0333333333333334,0.19,0.66,0.89,39.98917,66.84583,GREEN,GREEN
Samarkand,Oqdaryo district,kindergarten_217,0.0,0.4,0.5,0.8,1.0,1.0,0.0,100,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.8,136,1.0,0.8,1.0,0.5,8,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,144,1.44,0.0,0.72,0.8,39.9092,67.0916,RED,RED
Samarkand,Qushrabat district,kindergarten_217,0.0,0.6,1.0,0.6,0.6,0.6,0.0,180,0.3,0.3,0.6,1.0,0.5,0.7,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,1.0,1.0,1.0,1.0,0.8,0.0,0.6,140,0.5,1.0,1.0,1.0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,0.5,1.0,1.0,141,0.7833333333333333,0.8,0.67,0.79,40.3333,66.5,YELLOW,YELLOW
Samarkand,Samarkand district,kindergarten_219,0.0,0.4,0.5,0.3,0.3,0.3,0.0,140,0.3,0.3,0.6,0.8,0.5,0.8,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.7,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,175,0.5,0.4,0.0,0.0,8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3,0.4,183,1.3071428571428572,0.0,0.32,0.48,39.65417,66.95972,RED,RED
Samarkand,Pastargom district,kindergarten_219,0.0,0.4,1.0,0.6,0.6,0.6,0.0,120,0.3,0.3,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,220,1.0,0.8,1.0,1.0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,232,1.9333333333333333,0.0,0.67,0.95,39.65,67.2,RED,RED
Samarkand,Samarkand city,kindergarten_220,0.0,0.4,0.5,1.0,1.0,0.8,0.0,145,0.3,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,136,1.0,0.8,1.0,1.0,6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8,142,0.9793103448275862,0.43,0.78,0.86,39.65417,66.95972,GREEN,GREEN
Samarkand,Urgut district,kindergarten_221,0.0,0.2,1.0,0.3,0.3,0.3,0.0,123,0.7,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,100,1.0,0.8,1.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,104,0.8455284552845529,1.0,0.67,0.86,39.4022,67.2431,GREEN,GREEN
Samarkand,Kattakurgan city,kindergarten_222,0.0,0.2,1.0,0.3,0.0,0.3,0.0,90,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,110,1.0,0.8,1.0,0.5,8,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,118,1.3111111111111111,0.0,0.64,0.88,39.89889,66.25611,RED,RED
Samarkand,Ishtihan district,kindergarten_226,0.0,0.6,0.5,1.0,1.0,1.0,0.0,280,0.3,0.3,0.6,0.8,1.0,0.8,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,300,1.0,0.4,0.0,0.0,8,0.5,1.0,0.2,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.8,308,1.1,0.04,0.7,0.67,39.8371,66.4843,RED,RED
Samarkand,Jomboy district,kindergarten_229,0.0,0.2,0.5,0.8,0.8,1.0,0.0,75,0.3,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,75,1.0,0.4,0.5,0.0,2,0.5,1.0,0.2,0.2,1.0,1.0,0.0,1.0,0.0,0.3,0.2,77,1.0266666666666666,0.21,0.58,0.63,39.69889,67.09333,RED,RED
Samarkand,Bulungur district,kindergarten_233,0.0,0.2,1.0,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,120,1.0,0.8,1.0,1.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,128,1.0666666666666667,0.1,0.61,0.86,39.7573054,67.27287,YELLOW,YELLOW
Samarkand,Kattakurgan district,kindergarten_236,0.0,0.2,0.5,0.3,0.3,0.3,0.0,90,0.3,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,1.0,0.8,1.0,0.5,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,0.8,94,1.0444444444444445,0.15,0.65,0.81,39.89716,66.27242,YELLOW,YELLOW
Samarkand,Nurabad district,kindergarten_236,0.0,0.2,0.5,0.6,0.8,0.6,0.0,60,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,32,1.0,0.8,1.0,0.5,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,48,0.8,0.88,0.62,0.82,39.6100912,66.29622,YELLOW,YELLOW
Samarkand,Narpay district,kindergarten_237,0.0,0.4,1.0,0.3,0.3,0.3,0.0,100,0.7,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.5,0.2,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,100,1.0,0.4,0.0,0.0,4,1.0,1.0,0.2,0.2,0.0,1.0,0.0,1.0,0.0,1.0,0.2,104,1.04,0.16,0.55,0.63,39.9223,65.925,RED,RED
Samarkand,Payarik district,kindergarten_240,0.0,0.4,0.5,0.3,0.0,0.3,0.0,90,0.7,0.3,0.3,0.8,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.7,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.8,0.0,0.8,125,0.5,0.4,0.0,0.0,2,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.7,0.0,0.3,0.8,127,1.4111111111111112,0.0,0.41,0.63,39.98917,66.84583,RED,RED
Samarkand,Oqdaryo district,kindergarten_240,0.0,1.0,0.5,1.0,1.0,0.8,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,120,0.5,0.8,1.0,0.5,12,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,132,1.1,0.04,0.7,0.81,39.9092,67.0916,YELLOW,YELLOW
Samarkand,Taylak district,kindergarten_241,0.0,0.2,1.0,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,120,1.0,0.8,1.0,0.5,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,124,1.0333333333333334,0.19,0.69,0.83,39.6575,67.2353,GREEN,GREEN
Samarkand,Samarkand district,kindergarten_245,0.8,0.2,0.5,1.0,1.0,1.0,0.0,85,1.0,0.3,0.6,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.8,0.7,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4,1.0,0.0,1.0,145,1.0,0.4,1.0,1.0,4,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,0.0,0.3,0.2,149,1.7529411764705882,0.0,0.6,0.7,39.65417,66.95972,RED,RED
Samarkand,Pastargom district,kindergarten_245,0.8,0.6,0.5,0.3,1.0,0.3,0.0,300,0.7,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8,300,1.0,0.4,0.0,0.0,12,0.5,0.0,1.0,0.2,0.0,1.0,0.0,0.7,1.0,1.0,1.0,312,1.04,0.16,0.71,0.58,39.65,67.2,RED,RED
Samarkand,Paxtachi district,kindergarten_245,0.0,0.2,1.0,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,120,1.0,0.8,1.0,1.0,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,123,1.025,0.22,0.66,0.79,39.9167,66.0,YELLOW,YELLOW
Samarkand,Samarkand city,kindergarten_246,0.0,0.6,1.0,1.0,1.0,1.0,0.0,360,0.3,0.3,0.6,0.8,1.0,0.8,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.6,349,0.5,1.0,1.0,1.0,21,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0,1.0,1.0,370,1.0277777777777777,0.21,0.7,0.79,39.65417,66.95972,YELLOW,YELLOW
Samarkand,Kattakurgan city,kindergarten_247,0.0,0.2,1.0,0.3,0.0,0.3,0.0,70,1.0,0.3,0.3,0.8,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,70,0.5,0.4,0.0,0.0,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,0.3,1.0,76,1.0857142857142856,0.06,0.49,0.53,39.89889,66.25611,RED,RED
Samarkand,Ishtihan district,kindergarten_248,0.0,0.4,0.5,1.0,1.0,0.8,0.0,120,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8,110,1.0,0.8,1.0,0.5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8,115,0.9583333333333334,0.56,0.74,0.84,39.8371,66.4843,GREEN,GREEN
Samarkand,Jomboy district,kindergarten_248,0.0,0.2,0.3,0.3,0.3,0.3,0.0,100,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,100,1.0,1.0,1.0,1.0,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,102,1.02,0.24,0.65,0.88,39.69889,67.09333,YELLOW,YELLOW
Samarkand,Kattakurgan district,kindergarten_250,0.0,0.2,1.0,0.3,0.3,0.3,0.0,60,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60,1.0,0.8,1.0,1.0,4,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,64,1.0666666666666667,0.1,0.6,0.77,39.89716,66.27242,YELLOW,YELLOW
Samarkand,Nurabad district,kindergarten_251,1.0,1.0,1.0,0.3,0.3,0.3,0.3,75,0.3,0.3,0.3,0.7,1.0,0.7,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,40,1.0,0.8,1.0,0.5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.3,0.8,47,0.6266666666666667,0.08,0.6,0.74,39.6100912,66.29622,YELLOW,RED
