id,region,district,school_name,usage %,population_score,sports_equipment,drinking_water,generator,solar_panels,heating_system_x,fuel_source,water,drinking_water_supply,internet_connection,internet_usage,fire_safety,video_surveillance,public_transport,musculoskeletal_disorders_facilities,restroom_location,restroom_stalls,handwashing,restroom_safe,restroom_connection,classrooms_warm,water_pipeline,resources_score,wall_material,wall_condition,roof_material,roof_condition,windows_condition,floor_condition,door_condition,library_condition,gym_condition,stadium_condition,hall_condition,kitchen_condition,electrical_system,lighting_system,boiler_condition,heating_system_y,restroom_water,sewage_connection,sewage_issues,water_supply_issues,restroom_lighting,restroom_pathway,dining_condition,boundary_wall,repairs_done,earthquake_safety,distance_to_school,modern_standards,satisfaction,outdoor_restroom_material,outdoor_restroom_condition,indoor_restroom_condition,infrastructure_score,need_category,latitude,longitude,predicted_need_Category
493,Samarkand region,Nurobod district,9-сонли умумий ўрта таълим мактаби,101.67,0.34,1.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,0.7,1.0,0.4,1.0,1.0,1.0,1,1,1.0,0.86986301369863,0.4,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3,0.7,0.0,0.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.74375,RED,,,RED
494,Samarkand region,Oqdaryo district,1-сонли умумий ўрта таълим мактаби,97.29,0.46,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,0.0,0.4,1.0,1.0,1.0,0,1,1.0,0.547945205479452,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,0.3,0.7906249999999999,RED,39.9092,67.0916,RED
495,Samarkand region,Oqdaryo district,10-сонли умумий ўрта таълим мактаби,102.62,0.32,1.0,0.0,1,0.0,0.8,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,1.0,1.0,0,1,0.0,0.6027397260273972,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.796875,RED,39.9092,67.0916,RED
496,Samarkand region,Oqdaryo district,11-сонли умумий ўрта таълим мактаби,75.65,0.99,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.0,1.0,1.0,0,1,0.0,0.547945205479452,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.0,0.0,1.0,1.0,0.8,1.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8187500000000001,RED,39.9092,67.0916,RED
497,Samarkand region,Oqdaryo district,12-сонли умумий ўрта таълим мактаби,108.64,0.19,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,1.0,1.0,0,1,0.0,0.547945205479452,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.0,0.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.7937500000000001,RED,39.9092,67.0916,RED
498,Samarkand region,Oqdaryo district,13-сонли умумий ўрта таълим мактаби,92.5,0.61,0.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,1,1,0.0,0.6164383561643835,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.0,0.0,1.0,1.0,0.0,0.5,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.7468750000000001,RED,39.9092,67.0916,RED
499,Samarkand region,Oqdaryo district,14-сонли умумий ўрта таълим мактаби,75.18,1.0,1.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,1.0,1.0,0,1,0.0,0.684931506849315,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.73125,YELLOW,39.9092,67.0916,YELLOW
500,Samarkand region,Oqdaryo district,15-сонли умумий ўрта таълим мактаби,76.09,0.99,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,0.0,0.6164383561643835,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.884375,YELLOW,39.9092,67.0916,YELLOW
501,Samarkand region,Oqdaryo district,16-сонли умумий ўрта таълим мактаби,65.0,0.91,0.0,0.0,0,0.0,0.8,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,1.0,1.0,0,1,0.0,0.46575342465753417,0.8,0.3,0.8,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.6,1.0,1.0,0.0,0.3,0.8,1.0,1.0,0.61875,RED,39.9092,67.0916,RED
502,Samarkand region,Oqdaryo district,17-сонли умумий ўрта таълим мактаби,65.56,0.92,0.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,1.0,0.684931506849315,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.73125,YELLOW,39.9092,67.0916,YELLOW
504,Samarkand region,Oqdaryo district,19-сонли умумий ўрта таълим мактаби,57.39,0.71,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,1.0,0.684931506849315,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.79375,YELLOW,39.9092,67.0916,YELLOW
505,Samarkand region,Oqdaryo district,2-сонли умумий ўрта таълим мактаби,62.44,0.85,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,0.0,0.6164383561643835,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.85,YELLOW,39.9092,67.0916,YELLOW
506,Samarkand region,Oqdaryo district,20-сонли ихтисослаштирилган давлат умумтаълим мактаби,87.24,0.77,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.5821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,RED,39.9092,67.0916,RED
507,Samarkand region,Oqdaryo district,21-сонли умумий ўрта таълим мактаби,82.41,0.89,1.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,1.0,0.8219178082191783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4375,RED,39.9092,67.0916,RED
508,Samarkand region,Oqdaryo district,22-сонли ихтисослаштирилган давлат умумтаълим мактаби,84.18,0.85,1.0,0.0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,1.0,0.8356164383561643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.525,RED,39.9092,67.0916,RED
509,Samarkand region,Oqdaryo district,23-сонли ихтисослаштирилган давлат умумтаълим мактаби,87.65,0.76,1.0,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6643835616438355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.409375,RED,39.9092,67.0916,RED
510,Samarkand region,Oqdaryo district,24-сонли умумий ўрта таълим мактаби,60.88,0.81,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.5821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.5,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.421875,RED,39.9092,67.0916,RED
511,Samarkand region,Oqdaryo district,25-сонли умумий ўрта таълим мактаби,51.81,0.54,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6986301369863013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.38125,RED,39.9092,67.0916,RED
512,Samarkand region,Oqdaryo district,26-сонли умумий ўрта таълим мактаби,57.5,0.71,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.415625,RED,39.9092,67.0916,RED
513,Samarkand region,Oqdaryo district,27-сонли умумий ўрта таълим мактаби,84.17,0.85,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.40625,RED,39.9092,67.0916,RED
514,Samarkand region,Oqdaryo district,28-сонли умумий ўрта таълим мактаби,57.5,0.71,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.384375,RED,39.9092,67.0916,RED
515,Samarkand region,Oqdaryo district,29-сонли умумий ўрта таълим мактаби,54.89,0.63,1.0,0.0,1,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6301369863013697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.440625,RED,39.9092,67.0916,RED
516,Samarkand region,Oqdaryo district,3-сонли умумий ўрта таълим мактаби,56.33,0.68,0.5,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,0.0,0.4,0.0,1.0,1.0,1,1,0.0,0.4452054794520548,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.75,RED,39.9092,67.0916,RED
517,Samarkand region,Oqdaryo district,30-сонли умумий ўрта таълим мактаби,91.76,0.63,1.0,0.5,1,0.7,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.7465753424657535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.525,RED,39.9092,67.0916,RED
518,Samarkand region,Oqdaryo district,31-сонли умумий ўрта таълим мактаби,104.76,0.26,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4625,RED,39.9092,67.0916,RED
519,Samarkand region,Oqdaryo district,32-сонли умумий ўрта таълим мактаби,85.08,0.83,1.0,1.0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.86986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.8,0.5,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.51875,RED,39.9092,67.0916,RED
520,Samarkand region,Oqdaryo district,33-сонли умумий ўрта таълим мактаби,68.93,0.97,1.0,0.0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.732876712328767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.40625,RED,39.9092,67.0916,RED
521,Samarkand region,Oqdaryo district,34-сонли умумий ўрта таълим мактаби,92.46,0.61,1.0,0.0,0,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.40625,RED,39.9092,67.0916,RED
522,Samarkand region,Oqdaryo district,35-сонли умумий ўрта таълим мактаби,78.59,0.96,1.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.719178082191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.425,RED,39.9092,67.0916,RED
523,Samarkand region,Oqdaryo district,36-сонли умумий ўрта таълим мактаби,53.54,0.59,0.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.719178082191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.346875,RED,39.9092,67.0916,RED
524,Samarkand region,Oqdaryo district,37-сонли умумий ўрта таълим мактаби,100.0,0.38,0.0,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.595890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.34375,RED,39.9092,67.0916,RED
525,Samarkand region,Oqdaryo district,38-сонли умумий ўрта таълим мактаби,76.91,0.98,1.0,0.5,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.7534246575342467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.53125,RED,39.9092,67.0916,RED
526,Samarkand region,Oqdaryo district,39-сонли умумий ўрта таълим мактаби,80.57,0.93,1.0,0.0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.732876712328767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.5,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.453125,RED,39.9092,67.0916,RED
527,Samarkand region,Oqdaryo district,4-сонли умумий ўрта таълим мактаби,64.58,0.9,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,0.5,1.0,0,1,0.0,0.4794520547945206,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.0,0.0,1.0,1.0,0.0,0.5,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.784375,RED,39.9092,67.0916,RED
528,Samarkand region,Oqdaryo district,40-сонли умумий ўрта таълим мактаби,70.19,0.99,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4375,RED,39.9092,67.0916,RED
529,Samarkand region,Oqdaryo district,41-сонли умумий ўрта таълим мактаби,79.62,0.95,1.0,0.0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.8013698630136985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.6,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.44687499999999997,RED,39.9092,67.0916,RED
530,Samarkand region,Oqdaryo district,42-сонли умумий ўрта таълим мактаби,91.15,0.65,1.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.719178082191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.6,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.38749999999999996,RED,39.9092,67.0916,RED
531,Samarkand region,Oqdaryo district,43-сонли умумий ўрта таълим мактаби,61.35,0.82,0.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.719178082191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.375,RED,39.9092,67.0916,RED
532,Samarkand region,Oqdaryo district,44-сонли умумий ўрта таълим мактаби,72.5,1.0,0.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.5821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.34375,RED,39.9092,67.0916,RED
534,Samarkand region,Oqdaryo district,46-сонли умумий ўрта таълим мактаби,81.59,0.91,1.0,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6643835616438355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4375,RED,39.9092,67.0916,RED
535,Samarkand region,Oqdaryo district,47-сонли ихтисослаштирилган давлат умумтаълим мактаби,98.7,0.42,1.0,0.0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.8013698630136985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.525,RED,39.9092,67.0916,RED
536,Samarkand region,Oqdaryo district,48-сонли умумий ўрта таълим мактаби,87.0,0.78,0.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3625,RED,39.9092,67.0916,RED
537,Samarkand region,Oqdaryo district,49-сонли умумий ўрта таълим мактаби,87.0,0.78,0.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.328125,RED,39.9092,67.0916,RED
538,Samarkand region,Oqdaryo district,5-сонли умумий ўрта таълим мактаби,87.38,0.77,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.5821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.375,RED,39.9092,67.0916,RED
539,Samarkand region,Oqdaryo district,50-сонли умумий ўрта таълим мактаби,86.25,0.8,0.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.328125,RED,39.9092,67.0916,RED
540,Samarkand region,Oqdaryo district,51-сонли умумий ўрта таълим мактаби,73.91,1.0,1.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.719178082191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4375,RED,39.9092,67.0916,RED
541,Samarkand region,Oqdaryo district,53-сонли умумий ўрта таълим мактаби,72.02,1.0,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.6506849315068493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.421875,RED,39.9092,67.0916,RED
