id,region,district,school_name,usage %,population_score,sports_equipment,drinking_water,generator,solar_panels,heating_system_x,fuel_source,water,drinking_water_supply,internet_connection,internet_usage,fire_safety,video_surveillance,public_transport,musculoskeletal_disorders_facilities,restroom_location,restroom_stalls,handwashing,restroom_safe,restroom_connection,classrooms_warm,water_pipeline,resources_score,wall_material,wall_condition,roof_material,roof_condition,windows_condition,floor_condition,door_condition,library_condition,gym_condition,stadium_condition,hall_condition,kitchen_condition,electrical_system,lighting_system,boiler_condition,heating_system_y,restroom_water,sewage_connection,sewage_issues,water_supply_issues,restroom_lighting,restroom_pathway,dining_condition,boundary_wall,repairs_done,earthquake_safety,distance_to_school,modern_standards,satisfaction,outdoor_restroom_material,outdoor_restroom_condition,indoor_restroom_condition,infrastructure_score,need_category,latitude,longitude,predicted_need_Category
195,Samarkand region,Jomboy district,35-sonli umumiy o'rta ta'lim maktabi,50.24,0.49,0.5,1.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1,0,0.3,0.6438356164383563,1.0,1.0,0.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,0.4,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8875,RED,39.69889,67.09333,RED
196,Samarkand region,Jomboy district,36-sonli umumiy o'rta ta'lim maktabi,94.17,0.56,0.5,0.0,0,0.7,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,0.7,1.0,0.4,1.0,0.5,1.0,1,1,0.0,0.643835616438356,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,0.8,0.0,0.3,0.8,1.0,1.0,0.596875,RED,39.69889,67.09333,RED
197,Samarkand region,Jomboy district,37-sonli umumiy o'rta ta'lim maktabi,77.66,0.98,0.5,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.3,0.0,1.0,0.4,0.5,1.0,1.0,0,1,0.0,0.5000000000000001,0.8,0.3,0.8,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.6,1.0,0.5,0.0,0.3,0.8,0.5,0.0,0.45625,RED,39.69889,67.09333,RED
198,Samarkand region,Jomboy district,38-sonli umumiy o'rta ta'lim maktabi,88.75,0.73,0.5,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.4,0.0,1.0,1.0,1,1,0.0,0.643835616438356,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,1.0,0.4,0.5,0.6,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.7531249999999999,YELLOW,39.69889,67.09333,YELLOW
199,Samarkand region,Jomboy district,39-sonli umumiy o'rta ta'lim maktabi,73.44,1.0,0.5,0.0,1,1.0,0.8,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,0.0,0.719178082191781,0.8,1.0,0.8,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.3,0.678125,YELLOW,39.69889,67.09333,YELLOW
200,Samarkand region,Jomboy district,4-sonli umumiy o'rta ta'lim maktabi,65.53,0.92,1.0,1.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.8013698630136985,0.8,1.0,0.8,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.6,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.721875,YELLOW,39.69889,67.09333,YELLOW
201,Samarkand region,Jomboy district,40-sonli ixtisoslashtirilgan davlat umumta’lim maktabi,73.75,1.0,0.5,0.0,1,0.7,1.0,0.5,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.0,0.4,0.5,1.0,1.0,1,0,0.0,0.5616438356164383,0.8,0.3,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.8,1.0,0.8,0.0,1.0,0.8,1.0,1.0,0.60625,RED,39.69889,67.09333,RED
202,Samarkand region,Jomboy district,41-sonli umumiy o'rta ta'lim maktabi,61.67,0.83,0.0,0.0,0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.4,0.5,1.0,1.0,0,1,0.0,0.39041095890410954,0.8,1.0,0.8,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.4,0.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.653125,RED,39.69889,67.09333,RED
203,Samarkand region,Jomboy district,42-sonli umumiy o'rta ta'lim maktabi,64.77,0.91,1.0,0.0,0,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.3,1.0,1.0,0.4,1.0,1.0,0.0,1,1,1.0,0.7054794520547945,0.8,1.0,0.8,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.553125,RED,39.69889,67.09333,RED
204,Samarkand region,Jomboy district,43-sonli umumiy o'rta ta'lim maktabi,50.6,0.5,0.5,0.5,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.5,0.4,0.0,1.0,1.0,0,1,1.0,0.6164383561643835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.6,0.0,0.8,1.0,1.0,0.0,0.0,0.0,0.4875,RED,39.69889,67.09333,RED
205,Samarkand region,Jomboy district,44-sonli umumiy o'rta ta'lim maktabi,54.15,0.61,1.0,0.0,1,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5,0.4,0.5,0.0,1.0,0,1,1.0,0.684931506849315,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.8,1.0,0.6,1.0,0.5,1.0,1.0,0.8,1.0,1.0,0.8125,RED,39.69889,67.09333,RED
206,Samarkand region,Jomboy district,45-sonli umumiy o'rta ta'lim maktabi,54.82,0.63,0.0,0.0,0,0.7,1.0,0.5,1.0,0.8,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1,1,0.0,0.39726027397260266,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.8,1.0,1.0,0.0,0.0,0.0,0.534375,RED,39.69889,67.09333,RED
207,Samarkand region,Jomboy district,46-sonli umumiy o'rta ta'lim maktabi,85.52,0.82,0.5,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0,1,0.0,0.4178082191780822,0.8,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.7,0.0,0.0,1.0,1.0,1.0,1.0,0.6,1.0,0.5,0.0,0.3,0.8,0.5,0.0,0.56875,RED,39.69889,67.09333,RED
209,Samarkand region,Jomboy district,48-sonli umumiy o'rta ta'lim maktabi,112.5,0.13,0.0,0.0,1,0.3,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.4,0.5,1.0,1.0,0,1,1.0,0.547945205479452,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.6,1.0,0.0,0.0,1.0,0.8,0.5,0.0,0.60625,RED,39.69889,67.09333,RED
210,Samarkand region,Jomboy district,49-sonli umumiy o'rta ta'lim maktabi,75.83,0.99,0.5,0.5,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.3,0.7,1.0,0.4,1.0,1.0,1.0,0,0,0.3,0.5000000000000001,0.8,0.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.0,1.0,0.5,0.0,0.3,0.8,1.0,1.0,0.59375,RED,39.69889,67.09333,RED
211,Samarkand region,Jomboy district,5-sonli umumiy o'rta ta'lim maktabi,71.42,1.0,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,1.0,0.719178082191781,0.8,1.0,0.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.784375,GREEN,39.69889,67.09333,GREEN
212,Samarkand region,Jomboy district,50-sonli umumiy o'rta ta'lim maktabi,77.5,0.98,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.7,0.0,0.4,0.5,1.0,1.0,0,1,1.0,0.5753424657534245,0.8,1.0,0.8,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.7124999999999999,YELLOW,39.69889,67.09333,YELLOW
213,Samarkand region,Jomboy district,51-sonli umumiy o'rta ta'lim maktabi,69.7,0.98,1.0,1.0,1,0.7,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.4,1.0,1.0,0.0,0,1,0.0,0.7260273972602738,0.8,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.825,GREEN,39.69889,67.09333,YELLOW
214,Samarkand region,Jomboy district,52-sonli umumiy o'rta ta'lim maktabi,75.0,1.0,0.5,0.0,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,1.0,1.0,1.0,1,1,0.0,0.7671232876712327,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.559375,RED,39.69889,67.09333,RED
215,Samarkand region,Jomboy district,53-sonli umumiy o'rta ta'lim maktabi,98.57,0.42,0.5,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.4,0.5,1.0,1.0,0,1,0.3,0.43150684931506844,0.8,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3,0.7,0.0,0.0,1.0,1.0,0.0,0.5,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.6312500000000001,RED,39.69889,67.09333,RED
216,Samarkand region,Jomboy district,54-sonli umumiy o'rta ta'lim maktabi,90.25,0.68,0.5,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,0.5,1.0,1.0,0,1,0.0,0.595890410958904,0.8,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.8,1.0,0.8,0.0,0.3,0.8,1.0,1.0,0.59375,RED,39.69889,67.09333,RED
217,Samarkand region,Jomboy district,55-sonli umumiy o'rta ta'lim maktabi,64.17,0.89,1.0,0.0,1,0.7,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,0.0,0.6095890410958903,0.8,1.0,0.8,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,0.675,YELLOW,39.69889,67.09333,YELLOW
218,Samarkand region,Jomboy district,56-sonli ixtisoslashtirilgan davlat umumta’lim maktabi,161.6,0.0,0.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,0.7,1.0,0.4,1.0,1.0,1.0,1,1,1.0,0.6643835616438355,0.8,1.0,0.8,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.64375,RED,39.69889,67.09333,RED
219,Samarkand region,Jomboy district,6-sonli umumiy o'rta ta'lim maktabi,62.18,0.85,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,1,1,0.0,0.684931506849315,0.8,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.3,1.0,1.0,1.0,0.596875,RED,39.69889,67.09333,RED
220,Samarkand region,Jomboy district,7-sonli ixtisoslashtirilgan davlat umumta’lim maktabi,68.98,0.97,1.0,1.0,1,0.0,0.8,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,1.0,0.8082191780821918,0.8,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,1.0,1.0,0.8,1.0,1.0,0.9375,GREEN,39.69889,67.09333,GREEN
221,Samarkand region,Jomboy district,8-sonli umumiy o'rta ta'lim maktabi,105.56,0.25,1.0,0.0,1,0.7,1.0,0.5,1.0,0.8,1.0,1.0,0.5,1.0,1.0,1.0,0.4,0.5,1.0,1.0,1,1,0.0,0.732876712328767,0.8,1.0,0.8,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.628125,RED,39.69889,67.09333,RED
222,Samarkand region,Jomboy district,9-sonli umumiy o'rta ta'lim maktabi,96.82,0.48,1.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.0,0.4,1.0,1.0,1.0,0,0,0.0,0.4452054794520547,1.0,0.3,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8,0.0,0.3,0.8,1.0,1.0,0.44375,RED,39.69889,67.09333,RED
223,Samarkand region,Kattakurgan district,1-сонли ихтисослаштирилган давлат умумтаълим мактаби,125.17,0.03,0.0,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,0.5,0.0,1.0,0.0,0.4,0.5,1.0,1.0,0,1,0.0,0.34246575342465746,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0.5,0.3,0.8,1.0,1.0,0.6,RED,39.89716,66.27242,RED
224,Samarkand region,Kattakurgan district,1-сонли умумий ўрта таълим мактаби,56.33,0.68,0.5,0.5,1,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.7,0.5,0.4,0.5,1.0,1.0,0,1,0.0,0.4726027397260273,0.8,0.3,0.8,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3,0.8,1.0,1.0,0.625,RED,39.89716,66.27242,RED
225,Samarkand region,Kattakurgan district,10-сонли умумий ўрта таълим мактаби,50.97,0.51,1.0,0.5,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0,1,0.0,0.719178082191781,0.8,1.0,0.8,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.0,1.0,0.8,1.0,1.0,0.8,1.0,0.3,0.6499999999999999,RED,39.89716,66.27242,RED
226,Samarkand region,Kattakurgan district,100-sonli umumiy o'rta ta'lim maktabi,77.22,0.98,0.5,0.0,0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.4,0.5,1.0,1.0,1,1,0.0,0.4246575342465753,0.8,1.0,0.8,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.7,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0.0,0.3,0.8,1.0,1.0,0.496875,RED,39.89716,66.27242,RED
227,Samarkand region,Kattakurgan district,101-сонли умумий ўрта таълим мактаби,67.29,0.95,0.0,0.0,0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.4,0.5,1.0,1.0,0,1,0.0,0.2534246575342466,0.8,1.0,0.8,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.8,1.0,0.5,0.5,0.3,0.8,1.0,1.0,0.59375,RED,39.89716,66.27242,RED
228,Samarkand region,Kattakurgan district,102-сонли умумий ўрта таълим мактаби,56.92,0.7,0.5,0.0,0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.4,0.5,0.5,1.0,0,1,1.0,0.45890410958904104,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.8,1.0,1.0,0.0,0.3,0.8,1.0,1.0,0.653125,RED,39.89716,66.27242,RED
229,Samarkand region,Kattakurgan district,103-сонли умумий ўрта таълим мактаби,61.83,0.84,0.5,0.0,0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.5,0.0,1.0,0,1,0.0,0.3561643835616438,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0.5,1.0,0.8,1.0,1.0,0.621875,RED,39.89716,66.27242,RED
230,Samarkand region,Kattakurgan district,104-сонли умумий ўрта таълим мактаби,70.83,0.99,0.5,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.3,0.0,1.0,0.4,1.0,1.0,1.0,0,1,0.0,0.46575342465753433,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.8,1.0,1.0,0.565625,RED,39.89716,66.27242,RED
231,Samarkand region,Kattakurgan district,105-сонли умумий ўрта таълим мактаби,69.26,0.98,1.0,1.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.5,1.0,1.0,0,1,0.0,0.5821917808219178,0.8,0.3,0.8,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,1.0,0.5,1.0,1.0,0.8,1.0,1.0,0.6499999999999999,YELLOW,39.89716,66.27242,YELLOW
232,Samarkand region,Kattakurgan district,106-сонли умумий ўрта таълим мактаби,86.67,0.79,0.0,0.0,0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.4,1.0,0.0,1.0,1,1,1.0,0.4246575342465753,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8,0.5,0.0,0.596875,RED,39.89716,66.27242,RED
233,Samarkand region,Kattakurgan district,107-сонли умумий ўрта таълим мактаби,88.17,0.74,0.5,0.0,0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.5,0.4,0.5,0.5,1.0,0,1,0.0,0.33561643835616445,0.8,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.3,0.8,1.0,1.0,0.590625,RED,39.89716,66.27242,RED
234,Samarkand region,Kattakurgan district,108-сонли умумий ўрта таълим мактаби,39.19,0.21,1.0,0.0,0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.0,1.0,0,1,0.3,0.27397260273972607,0.8,1.0,0.8,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.0,1.0,1.0,1.0,0.3,0.8,1.0,0.3,0.621875,RED,39.89716,66.27242,RED
235,Samarkand region,Kattakurgan district,11-сонли умумий ўрта таълим мактаби,59.43,0.77,0.5,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,0.5,0.3,1.0,0.5,0.4,0.5,1.0,1.0,0,1,0.0,0.43150684931506855,0.8,1.0,0.8,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.5,0.8,1.0,0.5,1.0,1.0,0.8,1.0,1.0,0.55,RED,39.89716,66.27242,RED
236,Samarkand region,Kattakurgan district,12-сонли умумий ўрта таълим мактаби,65.14,0.91,1.0,0.0,1,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,1.0,0,1,0.0,0.6164383561643835,0.8,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.5,0.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,0.65625,YELLOW,39.89716,66.27242,YELLOW
237,Samarkand region,Kattakurgan district,13-сонли умумий ўрта таълим мактаби,81.19,0.92,0.5,0.0,0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,0.5,0.0,0.5,0,1,1.0,0.4931506849315068,0.8,1.0,0.8,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.3,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8,1.0,0.3,0.8,1.0,0.3,0.6281249999999999,RED,39.89716,66.27242,RED
238,Samarkand region,Kattakurgan district,14-сонли умумий ўрта таълим мактаби,78.1,0.97,1.0,0.0,1,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.7,1.0,0.4,1.0,0.5,1.0,0,1,1.0,0.732876712328767,0.8,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.784375,GREEN,39.89716,66.27242,GREEN
239,Samarkand region,Kattakurgan district,15-сонли умумий ўрта таълим мактаби,81.01,0.92,1.0,1.0,0,1.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5,0.4,1.0,1.0,1.0,0,1,1.0,0.7876712328767125,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4,1.0,1.0,1.0,0.5,1.0,1.0,0.8,1.0,1.0,0.81875,GREEN,39.89716,66.27242,GREEN
240,Samarkand region,Kattakurgan district,16-сонли умумий ўрта таълим мактаби,82.12,0.9,0.5,0.0,0,0.0,1.0,0.5,0.5,0.8,1.0,1.0,0.5,0.3,0.0,0.0,0.4,0.5,1.0,1.0,0,0,0.0,0.22602739726027393,0.8,0.3,0.8,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.5,0.0,0.5,0.8,1.0,0.5,0.5,0.3,0.8,1.0,0.3,0.384375,RED,39.89716,66.27242,RED
242,Samarkand region,Kattakurgan district,18-сонли умумий ўрта таълим мактаби,67.05,0.95,0.5,0.0,0,0.0,1.0,0.5,1.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.5,0.5,1.0,0,1,0.0,0.3082191780821917,0.8,1.0,0.8,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,0.6031249999999999,RED,39.89716,66.27242,RED
243,Samarkand region,Kattakurgan district,19-сонли умумий ўрта таълим мактаби,63.47,0.88,0.5,0.0,0,0.0,0.8,0.5,1.0,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.4,1.0,0.0,0.5,0,1,0.0,0.22602739726027393,0.8,1.0,0.8,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,0.0,0.3,0.8,1.0,1.0,0.625,RED,39.89716,66.27242,RED
