region,district,hospital_name,outside_branches,land_area_built,vacant_land_area,building_count,floors,wall_material,wall_condition,roof_material,roof_condition,window_condition,floor_condition,door_condition,toilet_water_supply,electricity_supply,has_generator,has_solar_panels,internal_electric_condition,lighting_condition,heating_source,heating_condition,has_water,drinking_water_source,has_fence,internet_type,fire_safety,has_cctv,has_transport_nearby,recent_repairs,earthquake_safe,restroom_location,restroom_water_condition,restroom_has_sewage,restroom_doors,restroom_handwash_available,restroom_sewage_issues,restroom_water_issues,restroom_light_safe,is_warm_in_winter,has_water_pipeline,satisfaction,total_staff,medical_staff,bed_capacity,age_score,population_score,infrastructure_score,resources_score,latitude,longitude,need_category,predicted_need_Category
Samarkand,Pastargom district,Hospital_189,0.0,0.5,0.3,0.3,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.00014609087201815772,0.0,0.0,1.0,0.0,0.76,0.87,39.65,67.2,RED,RED
Samarkand,Taylak district,Hospital_190,0.0,0.5,0.3,0.3,0.3,0.8,0.4,1.0,1.0,0.5,0.1,0.5,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.4,0.6,0.6,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.043767138071584825,0.0,0.0,0.8,0.01,0.53,0.66,39.6575,67.2353,RED,RED
Samarkand,Ishtihan district,Hospital_192,0.0,0.3,0.3,0.3,0.6,0.8,1.0,0.8,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.04111122347493331,0.011328324046365454,0.011328324046365454,1.0,0.02,0.61,0.79,39.8371,66.4843,RED,RED
Samarkand,Bulungur district,Hospital_194,0.0,0.5,0.3,0.3,0.3,0.8,0.4,0.8,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6,1.0,0.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.4,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.00024170748031088907,4.1682244939769156e-05,4.1682244939769156e-05,0.8,0.0,0.63,0.57,39.7573054,67.27287,RED,RED
Samarkand,Narpay district,Hospital_196,0.0,1.0,0.3,0.3,0.6,0.8,0.4,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.6,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.7,0.5,1.0,0.4,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.5,0.14513753768536178,0.12166680820699004,0.12166680820699004,0.8,0.13,0.63,0.46,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,Hospital_197,0.0,0.3,0.7,0.6,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.6,0.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05046894148791596,0.0,0.0,0.2,0.02,0.65,0.76,39.9092,67.0916,RED,RED
Samarkand,Kattakurgan district,Hospital_198,0.0,1.0,0.7,0.3,0.3,0.8,0.4,0.8,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.3,1.0,0.0,1.0,1.0,1.0,0.6,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0011317051203780814,0.0025263547921302774,0.0025263547921302774,0.2,0.0,0.47,0.71,39.89716,66.27242,RED,RED
Samarkand,Qushrabat district,Hospital_199,0.0,0.5,0.3,0.6,0.6,1.0,0.4,0.8,0.1,0.1,0.1,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.00018543270793726873,0.0,0.0,0.2,0.0,0.38,0.77,40.3333,66.5,RED,RED
Samarkand,Nurabad district,Hospital_200,0.0,1.0,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.4,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.06592677994655828,0.013008031609321492,0.013008031609321492,0.8,0.03,0.78,0.68,39.6100912,66.29622,RED,RED
Samarkand,Payarik district,Hospital_202,0.0,0.5,0.3,0.6,0.6,1.0,0.4,0.8,0.5,0.1,0.5,0.1,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.8,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0285689145999636,0.12166680820699004,0.12166680820699004,0.2,0.09,0.44,0.77,39.98917,66.84583,RED,RED
Samarkand,Urgut district,Hospital_203,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,0.5,1.0,0.5,0.6,1.0,1.0,0.0,0.7,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.12914434397958985,0.12166680820699004,0.12166680820699004,1.0,0.12,0.73,0.77,39.4022,67.2431,YELLOW,YELLOW
Samarkand,Paxtachi district,Hospital_204,0.0,0.5,0.7,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04800737041436363,0.003929897753391456,0.003929897753391456,0.8,0.02,0.76,0.88,39.9167,66.0,GREEN,GREEN
Samarkand,Samarkand district,Hospital_207,0.0,0.5,0.3,0.6,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00033996442879208035,7.940651609796356e-05,7.940651609796356e-05,0.8,0.0,0.71,0.87,39.65417,66.95972,RED,RED
Samarkand,Ishtihan district,Hospital_208,0.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08543446708526886,0.12166680820699004,0.12166680820699004,0.8,0.11,0.73,0.89,39.8371,66.4843,GREEN,GREEN
Samarkand,Kattakurgan city,Hospital_209,0.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.7,0.5,0.4,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.025935319668592867,0.0,0.0,0.8,0.01,0.61,0.52,39.89889,66.25611,RED,RED
Samarkand,Bulungur district,Hospital_210,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04159262234769788,0.0,0.0,1.0,0.01,0.69,0.95,39.7573054,67.27287,YELLOW,YELLOW
Samarkand,Jomboy district,Hospital_211,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9516169876311799,1.0,1.0,1.0,0.98,0.73,0.73,39.69889,67.09333,YELLOW,YELLOW
Samarkand,Narpay district,Hospital_212,0.0,0.5,0.3,0.3,0.6,0.8,1.0,0.8,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.06195960071180178,0.07117052038352219,0.07117052038352219,0.8,0.07,0.64,0.76,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,Hospital_213,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.7,1.0,0.0,0.7,1.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03806850243688714,0.12166680820699004,0.12166680820699004,1.0,0.09,0.78,0.77,39.9092,67.0916,YELLOW,YELLOW
Samarkand,Kattakurgan district,Hospital_214,0.0,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.033706922767788895,0.006884337293425611,0.006884337293425611,0.8,0.02,0.69,0.77,39.89716,66.27242,YELLOW,YELLOW
Samarkand,Qushrabat district,Hospital_215,0.0,0.3,1.0,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.04818137954922404,0.0,0.0,1.0,0.02,0.7,0.75,40.3333,66.5,YELLOW,YELLOW
Samarkand,Payarik district,Hospital_218,1.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,1.0,0.7,1.0,0.4,1.0,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00036993347390181733,0.0,0.0,0.8,0.0,0.78,0.85,39.98917,66.84583,RED,RED
Samarkand,Urgut district,Hospital_219,0.0,1.0,0.7,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.060013051333901314,0.01672961485186863,0.01672961485186863,0.8,0.03,0.8,0.82,39.4022,67.2431,GREEN,GREEN
Samarkand,Paxtachi district,Hospital_220,0.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0,0.7,1.0,1.0,0.7,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07751653142096962,0.0,0.0,0.8,0.03,0.88,0.87,39.9167,66.0,GREEN,GREEN
Samarkand,Pastargom district,Hospital_221,0.0,0.5,0.3,0.3,0.6,1.0,0.4,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010679760300940635,0.00026655753162329243,0.00026655753162329243,0.2,0.0,0.53,0.87,39.65,67.2,RED,RED
Samarkand,Taylak district,Hospital_222,0.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.6,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.6,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008791427127275046,0.00020778706284569438,0.00020778706284569438,0.8,0.0,0.73,0.77,39.6575,67.2353,RED,RED
Samarkand,Samarkand district,Hospital_223,0.0,0.5,0.3,0.6,0.6,1.0,0.4,1.0,0.5,0.1,0.1,0.1,1.0,1.0,0.0,0.0,0.5,0.6,1.0,0.0,1.0,0.7,1.0,0.6,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.056410703951589446,0.0,0.0,0.4,0.02,0.41,0.69,39.65417,66.95972,RED,RED
Samarkand,Ishtihan district,Hospital_224,0.0,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.04350356322417509,0.0,0.0,0.8,0.01,0.69,0.76,39.8371,66.4843,YELLOW,YELLOW
Samarkand,Kattakurgan city,Hospital_225,0.0,0.3,0.3,0.3,0.6,0.8,1.0,0.8,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0002448645398490691,4.499566823948029e-05,4.499566823948029e-05,0.8,0.0,0.69,0.77,39.89889,66.25611,RED,RED
Samarkand,Jomboy district,Hospital_227,0.0,1.0,0.3,0.6,0.3,0.6,1.0,0.8,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.6,1.0,1.0,1.0,0.7,1.0,0.6,0.5,1.0,1.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.045274149405775184,0.12166680820699004,0.12166680820699004,0.2,0.1,0.55,0.65,39.69889,67.09333,RED,RED
Samarkand,Oqdaryo district,Hospital_229,0.0,0.5,1.0,0.3,0.6,0.8,0.4,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.7,1.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.001647011272547595,0.005477709981159246,0.005477709981159246,0.8,0.0,0.67,0.68,39.9092,67.0916,RED,RED
Samarkand,Kattakurgan district,Hospital_230,0.0,0.5,0.7,0.3,0.3,0.8,0.4,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,0.5,1.0,0.4,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.1971948088408712,0.0,0.0,0.8,0.07,0.6,0.69,39.89716,66.27242,RED,RED
Samarkand,Qushrabat district,Hospital_231,0.0,0.5,0.3,0.3,0.6,0.8,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04001160345462773,0.015272941754551147,0.015272941754551147,0.8,0.02,0.71,0.85,40.3333,66.5,YELLOW,YELLOW
Samarkand,Nurabad district,Hospital_232,0.0,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,1.0,1.0,1.0,0.6,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.059299176705827586,0.0,0.0,0.8,0.02,0.73,0.83,39.6100912,66.29622,GREEN,GREEN
Samarkand,Payarik district,Hospital_234,0.0,1.0,0.3,0.3,0.6,1.0,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.7,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.8,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0008768641228230926,0.0,0.0,1.0,0.0,0.68,0.77,39.98917,66.84583,RED,RED
Samarkand,Urgut district,Hospital_235,0.0,0.5,0.3,0.3,0.6,0.8,0.4,0.8,0.1,0.5,0.1,0.5,0.0,0.5,0.0,0.0,0.0,0.6,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.00013777881491394754,1.7545265634493252e-05,1.7545265634493252e-05,0.4,0.0,0.39,0.44,39.4022,67.2431,RED,RED
Samarkand,Paxtachi district,Hospital_236,0.0,1.0,0.3,0.3,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006317795873835239,0.0,0.0,1.0,0.0,0.75,0.99,39.9167,66.0,RED,RED
Samarkand,Taylak district,Hospital_238,0.0,0.5,0.3,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9303834815808039,0.8313359188528391,0.8313359188528391,0.8,0.86,0.79,0.85,39.6575,67.2353,GREEN,GREEN
Samarkand,Samarkand district,Hospital_239,0.0,1.0,0.7,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0285689145999636,0.0,0.0,1.0,0.01,0.75,0.86,39.65417,66.95972,YELLOW,YELLOW
Samarkand,Ishtihan district,Hospital_240,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03990121584186322,0.006884337293425611,0.006884337293425611,1.0,0.02,0.73,0.91,39.8371,66.4843,GREEN,YELLOW
Samarkand,Kattakurgan city,Hospital_241,0.0,0.5,0.3,0.3,0.6,0.8,1.0,0.8,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.6,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.4,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.4,1.0,3.7982113830084224e-05,0.0,0.0,0.8,0.0,0.62,0.63,39.89889,66.25611,RED,RED
Samarkand,Bulungur district,Hospital_242,0.0,0.5,0.3,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.4,0.6,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.05168701144044649,0.0,0.0,0.2,0.02,0.69,0.64,39.7573054,67.27287,RED,RED
Samarkand,Jomboy district,Hospital_243,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003886506525375453,0.0025624995369538128,0.0025624995369538128,0.2,0.0,0.73,0.91,39.69889,67.09333,RED,RED
Samarkand,Narpay district,Hospital_244,0.0,0.5,0.3,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04076645939781147,0.12166680820699004,0.12166680820699004,0.8,0.09,0.72,0.83,39.9223,65.925,GREEN,GREEN
Samarkand,Oqdaryo district,Hospital_245,0.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04468617419490792,0.01022783078108095,0.01022783078108095,0.8,0.02,0.67,0.83,39.9092,67.0916,YELLOW,YELLOW
Samarkand,Kattakurgan district,Hospital_246,0.0,1.0,0.7,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.042551005823616705,0.12166680820699004,0.12166680820699004,0.2,0.1,0.67,0.64,39.89716,66.27242,RED,RED
Samarkand,Qushrabat district,Hospital_247,0.0,0.5,0.7,0.3,0.3,0.8,0.4,1.0,1.0,0.5,0.5,0.1,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.7,0.5,0.4,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.036834675512163864,0.12166680820699004,0.12166680820699004,0.8,0.09,0.54,0.69,40.3333,66.5,RED,RED
Samarkand,Nurabad district,Hospital_248,0.0,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0495579202598576,0.12166680820699004,0.12166680820699004,1.0,0.1,0.67,0.83,39.6100912,66.29622,YELLOW,YELLOW
Samarkand,Samarkand city,Hospital_249,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.059299176705827586,0.12166680820699004,0.12166680820699004,1.0,0.1,0.78,0.88,39.65417,66.95972,GREEN,GREEN
Samarkand,Urgut district,Hospital_251,0.8,0.5,1.0,0.3,0.6,1.0,0.4,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6,0.7,1.0,1.0,1.0,1.0,0.6,1.0,0.5,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.000271431008069211,0.0,0.0,0.2,0.0,0.69,0.72,39.4022,67.2431,RED,RED
Samarkand,Paxtachi district,Hospital_252,0.8,0.5,0.7,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.7,1.0,0.4,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0002996658206078277,0.0,0.0,1.0,0.0,0.81,0.56,39.9167,66.0,RED,RED
Samarkand,Pastargom district,Hospital_253,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.00015618244904262135,1.3594885702129266e-05,1.3594885702129266e-05,1.0,0.0,0.8,0.82,39.65,67.2,RED,RED
Samarkand,Taylak district,Hospital_254,0.0,1.0,0.3,0.3,0.6,0.8,1.0,0.8,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001797375854777347,0.0,0.0,1.0,0.0,0.69,0.79,39.6575,67.2353,RED,RED
Samarkand,Ishtihan district,Hospital_256,0.0,1.0,1.0,0.3,0.3,0.8,0.4,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.5,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.04507840270968981,0.011328324046365454,0.011328324046365454,1.0,0.02,0.67,0.52,39.8371,66.4843,RED,RED
Samarkand,Kattakurgan city,Hospital_257,0.0,0.5,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.04585992657334175,0.01672961485186863,0.01672961485186863,0.8,0.03,0.71,0.85,39.89889,66.25611,YELLOW,YELLOW
Samarkand,Bulungur district,Hospital_258,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.8,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03454711357347194,0.011328324046365454,0.011328324046365454,0.8,0.02,0.72,0.89,39.7573054,67.27287,GREEN,YELLOW
Samarkand,Narpay district,Hospital_260,0.0,1.0,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.16755385897726843,0.021969648778008916,0.021969648778008916,1.0,0.07,0.71,0.81,39.9223,65.925,YELLOW,YELLOW
